,simplified,traditional,pinyin,meaning,hsk,audio_file
890,药片都包着一层糖衣。,藥片都包著一層糖衣。,Yàopiàn dōu bāozhe yī céng tángyī.,All the pills are coated with sugar.,4,890.mp3
891,她 决定 亲自 去 一 趟。,她 決定 親自 去 一 趟。,Tā juédìng qīnzì qù yí tàng.,She decided to go in person.,4,891.mp3
892,由于下雨，比赛取消了。,由於下雨，比賽取消了。,"Yóuyú xiàyǔ, bǐsài qǔxiāo le.","Due to the rain, the game has been canceled.",4,892.mp3
893,售货员请我输入卡号密码。,售貨員請我輸入卡號密碼。,Shòuhuòyuán qǐng wǒ shūrù kǎhào mìmǎ.,The salesperson asked me to enter my pin number.,4,893.mp3
894,价格增加了一倍。,價格增加了一倍。,Jiàgé zēngjiāle yí bèi.,The price doubled.,4,894.mp3
895,她在擦口红。,她在擦口紅。,Tā zài cā kǒuhóng.,She's putting on lipstick.,4,895.mp3
896,我喜欢吃日本菜，尤其是寿司。,我喜歡吃日本菜，尤其是壽司。,"Wǒ xǐhuan chī Rìběncài, yóuqíshì shòusī.","I love Japanese food, especially sushi.",4,896.mp3
897,我没有这方面的经验。,我沒有這方面的經驗。,Wǒ méiyǒu zhè fāngmiàn de jīngyàn.,I don't have experience in this field.,4,897.mp3
898,他很珍惜这个盒子。,他很珍惜這個盒子。,Tā hěn zhēnxī zhèige hézi.,He treasures this box very much.,4,898.mp3
899,来，干杯！,來，乾杯！,"Lái, gānbēi!",Cheers!,4,899.mp3
900,他让我们改变了看法。,他讓我們改變了看法。,Tā ràng wǒmen gǎibiànle kànfǎ.,He made us change our views.,4,900.mp3
901,这个 盘子 很 脏。,這個 盤子 很 髒。,Zhège pánzi hěn zāng.,This plate is very dirty.,4,901.mp3
902,她是年轻的艺术家。,她是年輕的藝術家。,Tā shì niánqīng de yìshùjiā.,She's a young artist.,4,902.mp3
903,他们跑步的速度很平均。,他們跑步的速度很平均。,Tāmen pǎobù de sùdù hěn píngjūn.,They run at an even pace.,4,903.mp3
904,小男孩很勇敢。,小男孩很勇敢。,Xiǎo nánhái hěn yǒnggǎn.,The small boy is very courageous.,4,904.mp3
905,我们有一台数字电视。,我們有一台數字電視。,Wǒmen yǒu yì tái shùzì diànshì.,We have a digital TV.,4,905.mp3
906,爸爸只是暂时离开。,爸爸只是暫時離開。,Bàba zhǐshì zànshí líkāi.,My father has just left temporarily.,4,906.mp3
907,大家的表现都很优秀。,大家的表現都很優秀。,Dàjiā de biǎoxiàn dōu hěn yōuxiù.,Everyone's performance was excellent.,4,907.mp3
908,他的笑话缓和了紧张的气氛。,他的笑話緩和了緊張的氣氛。,Tāde xiàohuà huǎnhé le jǐnzhāng de qìfēn.,His jokes eased the tense atmosphere.,4,908.mp3
909,可惜他失败了。,可惜他失敗了。,Kěxī tā shībàile.,It's a pity that he failed.,4,909.mp3
910,闹钟响了，但是他没醒。,鬧鐘響了，但是他沒醒。,"Nàozhōng xiǎng le, dànshì tā méi xǐng.","The alarm clock has rung, but he hasn't yet woken up.",4,910.mp3
911,广州是广东省的首府。,廣州是廣東省的首府。,Guǎngzhōu shì Guǎngdōng Shěng de shǒufǔ.,Guangzhou is the capital city of Guangdong province.,4,911.mp3
912,老板 真 笨。,老闆 真 笨。,Lǎobǎn zhēn bèn.,The boss is really stupid.,4,912.mp3
913,科学使人类进步。,科學使人類進步。,Kēxué shǐ rénlèi jìnbù.,Science has advanced the human race.,4,913.mp3
914,这家餐厅的环境很不错。,這家餐廳的環境很不錯。,Zhè jiā cāntīng de huánjìng hěn bùcuò.,The restaurant is quite nice inside.,4,914.mp3
915,他们各自工作。,他們各自工作。,Tāmen gèzì gōngzuò.,Each of them is working.,4,915.mp3
916,我家距离车站1公里。,我家距離車站1公里。,Wǒ jiā jùlí chēzhàn yī gōnglǐ.,My home is one kilometer away from the station.,4,916.mp3
917,你 可以 关 窗户 吗？,你 可以 關 窗戶 嗎？,Nǐ kěyǐ guān chuānghu ma?,Can you close the window?,4,917.mp3
918,野外的空气真好。,野外的空氣真好。,Yěwài de kōngqì zhēn hǎo.,The air in the countryside is really good.,4,918.mp3
919,她成为一名护士。,她成為一名護士。,Tā chéngwéi yī míng hùshi.,She's become a nurse.,4,919.mp3
920,他做错了事，很后悔。,他做錯了事，很後悔。,"Tā zuòcuòle shì, hěn hòuhuǐ.",He has done wrong and regrets it very much.,4,920.mp3
921,这个男孩大约六岁。,這個男孩大約六歲。,Zhège nánháir dàyuē liù suì.,The boy is about six years old.,4,921.mp3
922,这本书的内容很难。,這本書的內容很難。,Zhè běn shū de nèiróng hěn nán.,The content of this book is difficult.,4,922.mp3
923,公司规定不能迟到。,公司規定不能遲到。,Gōngsī guīdìng bù néng chídào.,The company rules state that employees must not be late.,4,923.mp3
924,运动减肥的效果很好。,運動減肥的效果很好。,Yùndòng jiǎnféi de xiàoguǒ hěn hǎo.,Doing exercise is an effective way to lose weight.,4,924.mp3
925,算一算你的钱包有多少现金？,算一算你的錢包有多少現金？,Suàn yī suàn nǐ de qiánbāo yǒu duōshǎo xiànjīn?,Count how much cash you've got in your wallet.,4,925.mp3
926,那里是儿童乐园。,那裏是兒童樂園。,Nàli shì értóng lèyuán.,That's a playground over there.,4,926.mp3
927,我想租一套公寓。,我想租一套公寓。,Wǒ xiǎng zū yī tào gōngyù.,I want to rent an apartment.,4,927.mp3
928,他在报纸发表了一篇文章。,他在報紙發表了一篇文章。,Tā zài bàozhǐ fābiǎole yì piān wénzhāng.,He published an article in the newspaper.,4,928.mp3
929,那个爱情故事很浪漫。,那個愛情故事很浪漫。,Nàge àiqíng gùshi hěn làngmàn.,That love story is romantic.,4,929.mp3
930,他的态度很亲切。,他的態度很親切。,Tā de tàidu hěn qīnqiè.,He is very cordial.,4,930.mp3
931,我自信能完成这份工作。,我自信能完成這份工作。,Wǒ zìxìn néng wánchéng zhè fèn gōngzuò.,I'm confident of completing the job.,4,931.mp3
932,这个消息令人吃惊。,這個消息令人吃驚。,Zhège xiāoxi lìngrén chījīng.,The news is surprising.,4,932.mp3
933,我对这个事情不熟悉。,我對這個事情不熟悉。,Wǒ duì zhèige shìqing bù shúxī.,I'm not familiar with this matter.,4,933.mp3
934,一切都按照计划进行。,一切都按照計劃進行。,Yíqiè dōu ànzhào jìhuà jìnxíng.,Everything is underway according to plan.,4,934.mp3
935,人类已经进入21世纪。,人類已經進入21世紀。,Rénlèi yǐjing1 jìnrù èrshíyī shìjì.,Mankind has entered the twenty first century.,4,935.mp3
936,把美好的回忆留在心中。,把美好的回憶留在心中。,Bǎ měihǎo de huíyì liú zài xīnzhōng.,Hold your beautiful memories in your heart.,4,936.mp3
937,她们穿着相同的衣服。,她們穿著相同的衣服。,Tāmen chuānzhe xiāngtóng de yīfu.,They're wearing identical clothes.,4,937.mp3
938,政府重点发展经济。,政府重點發展經濟。,Zhèngfǔ zhòngdiǎn fāzhǎn jīngjì.,The government focus is on economic development.,4,938.mp3
939,她教育孩子们。,她教育孩子們。,Tā jiàoyù háizimen.,She teaches children.,4,939.mp3
940,我受不了了。,我受不了了。,Wǒ shòubuliǎo le.,I can't stand it anymore.,4,940.mp3
941,她的面部皮肤很好。,她的面部皮膚很好。,Tā de miànbù pífū hěn hǎo.,She has a wonderful facial complexion.,4,941.mp3
942,不同的颜色一眼就能区别出来。,不同的顔色一眼就能區別出來。,Bùtóng de yánsè yīyǎn jiù néng qūbié chulai.,You can differentiate between different colors with one glance.,4,942.mp3
943,请不要左右我！,請不要左右我！,Qǐng búyào zuǒyòu wǒ!,Please don't control me!,4,943.mp3
944,阳光照在树叶上。,陽光照在樹葉上。,Yángguāng zhào zài shùyè shàng.,The sun is shining on the tree leaves.,4,944.mp3
945,他把书翻到下一页。,他把書翻到下一頁。,Tā bǎ shū fān dào xià yī yè.,He turned to the next page.,4,945.mp3
946,他在报纸发表了一篇文章。,他在報紙發表了一篇文章。,Tā zài bàozhǐ fābiǎole yì piān wénzhāng.,He published an article in the newspaper.,4,946.mp3
947,你会说几种语言？,你會說幾種語言？,Nǐ huì shuō jǐ zhǒng yǔyán?,How many languages do you speak?,4,947.mp3
948,她的体操动作很标准。,她的體操動作很標準。,Tā de tǐcāo dòngzuò hěn biāozhǔn.,Her gymnastics moves are up to the standard.,4,948.mp3
949,我管理这个部门。,我管理這個部門。,Wǒ guǎnlǐ zhège bùmén.,I'm in charge of this department.,4,949.mp3
950,这次误会破坏了他们的感情。,這次誤會破壞了他們的感情。,Zhècì wùhuì pòhuài le tāmen de gǎnqíng.,This misunderstanding ruined their love.,4,950.mp3
951,这座大桥连接起两岸的交通。,這座大橋連接起兩岸的交通。,Zhèi zuò dàqiáo liánjiē qǐ Liǎng'àn de jiāotōng.,This bridge links traffic from both sides.,4,951.mp3
952,2008年的奥运会在北京举行。,2008年的奧運會在北京舉行。,Èr líng líng bā nián de Àoyùnhuì zài Běijīng jǔxíng.,The 2008 Olympic Games were held in Beijing.,4,952.mp3
953,他肚子痛。,他肚子痛。,Tā dùzi tòng.,He has a stomachache.,4,953.mp3
954,成功的标准不仅仅是财富。,成功的標準不僅僅是財富。,Chénggōng de biāozhǔn bù jǐnjǐn shì cáifù.,Wealth is not the only criterion of success.,4,954.mp3
955,她正在吃饼干。,她正在吃餅乾。,Tā zhèng zài chī bǐnggān.,She is eating cookies.,4,955.mp3
956,这部手机可以拨打国际电话。,這部手機可以撥打國際電話。,Zhè bù shǒujī kěyǐ bōdǎ guójì diànhuà.,This cell phone can make international calls.,4,956.mp3
957,我们具有必胜的信心。,我們具有必勝的信心。,Wǒmen jùyǒu bìshèng de xìnxīn.,We're confident of victory.,4,957.mp3
958,他们把柜子抬上车。,他們把櫃子抬上車。,Tāmen bǎ guìzi táishàng chē.,They are carrying/moving the cabinet onto the vehicle.,4,958.mp3
959,比赛中双方竞争得很激烈。,比賽中雙方競爭得很激烈。,Bǐsài zhōng shuāngfāng jìngzhēng de hěn jīliè.,Both sides competed fiercely in the game.,4,959.mp3
960,我叫汤姆。,我叫湯姆。,Wǒ jiào Tāngmǔ.,I'm Tom.,4,960.mp3
961,我是一个作家。,我是一個作家。,Wǒ shì yí gè zuòjiā.,I'm a writer.,4,961.mp3
962,他很诚实，从来不说谎。,他很誠實，從來不說謊。,"Tā hěn chéngshí, cónglái bù shuōhuǎng.","He's very honest, and never lies.",4,962.mp3
963,超市里的食品可以任顾客挑选。,超市裏的食品可以任顧客挑選。,Chāoshì lǐ de shípǐn kěyǐ rèn gùkè tiāoxuǎn.,Customers can select any of the foods in the supermarket they wish to.,4,963.mp3
964,我存了一万元。,我存了一萬元。,Wǒ cúnle yíwàn yuán.,"I saved 10,000 yuan.",4,964.mp3
965,香港是一个国际大都市。,香港是一個國際大都市。,Xiānggǎng shì yī gè guójì dàdūshì.,Hong Kong is an international metropolis.,4,965.mp3
966,她打扮得很妖艳。,她打扮得很妖豔。,Tā dǎban de hěn yāoyàn.,She's dolled up gorgeously but coquettishly.,4,966.mp3
967,文化交流很重要。,文化交流很重要。,Wénhuà jiāoliú hěn zhòngyào.,Cultural exchange is important.,4,967.mp3
968,儿子已经到了上学的年龄。,兒子已經到了上學的年齡。,Érzi yǐjīng dàole shàngxué de niánlíng.,My son is old enough to start school.,4,968.mp3
969,我喜欢看小说。,我喜歡看小說。,Wǒ xǐhuan kàn xiǎoshuō.,I like reading novels.,4,969.mp3
970,这个决定符合现在的情况。,這個決定符合現在的情況。,Zhèige juédìng fúhé xiànzài de qíngkuàng.,This decision is in line with the current situation.,4,970.mp3
971,这座大桥连接起两岸的交通。,這座大橋連接起兩岸的交通。,Zhèi zuò dàqiáo liánjiē qǐ Liǎng'àn de jiāotōng.,This bridge links traffic from both sides.,4,971.mp3
972,我们共同努力吧。,我們共同努力吧。,Wǒmen gòngtóng nǔlì ba.,Let's make a joint effort.,4,972.mp3
973,我的收入增加了。,我的收入增加了。,Wǒ de shōurù zēngjiā le.,My income has increased.,4,973.mp3
974,他在敲打键盘。,他在敲打鍵盤。,Tā zài qiāodǎ jiànpán.,He's typing on the keyboard.,4,974.mp3
975,你一定能适应新工作。,你一定能適應新工作。,Nǐ yídìng néng shìyìng xīn gōngzuò.,You should surely be able to adapt yourself to the new work.,4,975.mp3
976,英国的 啤酒 比较 苦。,英國的 啤酒 比較 苦。,Yīngguóde píjiǔ bǐjiào kǔ.,English beer is rather bitter.,4,976.mp3
977,他的工作很辛苦。,他的工作很辛苦。,Tā de gōngzuò hěn xīnkǔ.,His job is very arduous.,4,977.mp3
978,他来了，然而又走了。,他來了，然而又走了。,"Tā lái le, rán'ér yòu zǒu le.",He came but then left.,4,978.mp3
979,他在耐心地等待。,他在耐心地等待。,Tā zài nàixīn de děngdài.,He's waiting patiently.,4,979.mp3
980,我将来想当医生。,我將來想當醫生。,Wǒ jiānglái xiǎng dāng yīshēng.,I want to be a doctor in the future.,4,980.mp3
981,这张沙发是朱红色的。,這張沙發是朱紅色的。,Zhè zhāng shāfā shì zhūhóngsè de.,This sofa is bright red.,4,981.mp3
982,毋庸置疑，她是班里最好的学生。,毋庸置疑，她是班裏最好的學生。,"Wúyōng zhìyí, tā shì bān lǐ zuì hǎo de xuésheng.",She's undoubtedly the best student in the class.,4,982.mp3
983,这里禁止出入。,這裏禁止出入。,Zhèli jìnzhǐ chūrù.,Entry to this place is forbidden.,4,983.mp3
984,国家的经济发展很快。,國家的經濟發展很快。,Guójiā de jīngjì fāzhǎn hěn kuài.,The country's economy is developing very rapidly.,4,984.mp3
985,这里有很多空座位。,這裏有很多空座位。,Zhèli yǒu hěnduō kōng zuò wèi.,There are many vacant seats.,4,985.mp3
986,购物车里装满了礼品。,購物車裏裝滿了禮品。,Gòuwùchē lǐ zhuāngmǎn le lǐpǐn.,The shopping cart is full of gifts.,4,986.mp3
987,她在抽烟。,她在抽煙。,Tā zài chōuyān.,She's smoking.,4,987.mp3
988,部分航班延误了。,部分航班延誤了。,Bùfen hángbān yánwù le.,Some flights are delayed.,4,988.mp3
989,那位先生很有礼貌。,那位先生很有禮貌。,Nà wèi xiānsheng hěn yǒu lǐmào.,That man is extremely polite.,4,989.mp3
990,他提前到了餐厅。,他提前到了餐廳。,Tā tíqián dàole cāntīng.,He arrived at the restaurant in advance.,4,990.mp3
991,他的判断很准确。,他的判斷很準確。,Tā de pànduàn hěn zhǔnquè.,His judgment was very accurate.,4,991.mp3
992,他们向右甩胳膊。,他們向右甩胳膊。,Tāmen xiàngyòu shuǎi gēbo.,They swing their arms to the right.,4,992.mp3
993,妈妈在整理房间。,媽媽在整理房間。,Māma zài zhěnglǐ fángjiān.,My mom is tidying the room.,4,993.mp3
994,我们去森林里探险。,我們去森林裏探險。,Wǒmen qù sēnlín lǐ tànxiǎn.,We're going to explore the forest.,4,994.mp3
995,这是一个商业网站。,這是一個商業網站。,Zhè shì yí gè shāngyè wǎngzhàn.,This is a commercial website.,4,995.mp3
996,他们在商量新工作。,他們在商量新工作。,Tāmen zài shāngliang xīn gōngzuò.,They're discussing the new job.,4,996.mp3
997,她戴着一副眼镜。,她戴著一副眼鏡。,Tā dàizhe yī fù yǎnjìng.,She is wearing a pair of glasses.,4,997.mp3
998,她在照镜子。,她在照鏡子。,Tā zài zhào jìngzi.,She's looking into the mirror.,4,998.mp3
999,我在听英语广播。,我在聽英語廣播。,Wǒ zài tīng Yīngyǔ guǎngbō.,I'm listening to the English broadcast.,4,999.mp3
